Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Id,Venue,Venue Latitude,Venue Longitude,Venue Category Name
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ae86fb7f964a52053af21e3,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad772faf964a520a70a21e3,The Keg Steakhouse + Bar - Yonge + Eglinton,43.70570154444578,-79.39790489107128,Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,53aca702498e3bbe34efc1bb,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,51ce2935498e66d5290f45c9,Sake Bar Kushi,43.70492346730393,-79.40695373525546,Japanese Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b6b758ff964a520270a2ce3,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,573e4cf6498e5c51f2319149,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c061f964a520a2f720e3,Grazie Ristorante,43.70932882869532,-79.39882260781977,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,53865482498edb61054992bd,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5bdcf092cb3fd2002c311f71,Bar Buca,43.706961,-79.394808,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aecffb0f964a520a3cc21e3,La Vecchia Ristorante,43.710166725920814,-79.39908639249543,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,50c3aca0e4b08c3b596b19d7,Darbar,43.704863139986706,-79.40774649663494,Persian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,517adc9be4b053371ec02d9e,Ritz Caribbean Food,43.706485581889645,-79.39976278634985,Caribbean Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5977834ba2a6ce21c60fe91e,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,55e648c2498e05836b7febc5,Chipotle Mexican Grill,43.70815173828545,-79.3982778666589,Mexican Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,521e0c6c04939a8ad55d93d3,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c54a7d21b46c9b6b7ccebce,Tokyo Sushi,43.704145677479275,-79.41063075217247,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aee242ef964a52077d221e3,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aeb39caf964a520d6bf21e3,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,558b50e1498eb7bbde2fa5c5,Cibo Wine Bar,43.711463877485286,-79.39957014527212,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,589f58fbd0bb3e25a8e5a88a,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ae24e96f964a5200e8d21e3,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5abe3be1d3cce81e4407f9e5,Zezafoun Syrian Cuisine,43.702667,-79.39712,Syrian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c05cf964a52004f620e3,Grano,43.701711544450895,-79.39731784785127,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b2c376ff964a520fbc324e3,7 Numbers,43.70363047439462,-79.41372432091855,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b01ef6ef964a520ad4622e3,Sushi Rock Café,43.709088833260985,-79.39864107618006,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b117b8bf964a520817d23e3,Ferraro,43.70365527780529,-79.41316673153752,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c060f964a5207ef720e3,Echo Sushi,43.701276209959566,-79.39719155389227,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c57591fa7d976b02bbadcee,A&W,43.704555,-79.407625,Fast Food Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b107e81f964a520b07123e3,EDO,43.703753667738965,-79.41280203647945,Japanese Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,572778ee498e59d0d7dc9abe,Banh Mi Boys,43.709216793291695,-79.39877705894672,Fast Food Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad90695f964a520401721e3,Sushi Supreme,43.70056322248802,-79.39711818948349,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aecfe47f964a5209ccc21e3,Good Bite Restaurant,43.71144896644362,-79.39934257487279,Diner
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b7ccc72f964a520e3a52fe3,Banjara Indian Cuisine,43.7078104847312,-79.3932956275409,Indian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c05cf964a520dbf520e3,Centro Restaurant & Lounge,43.711421275756265,-79.39960251894776,Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4bd229df046076b062667371,Il Sogno,43.70051970377133,-79.39694414493479,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c05ff964a52035f720e3,Zucca Trattoria,43.70377712848633,-79.39782394178705,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5911184f8134886a0f15f2d1,Paramount,43.70784495624229,-79.39848884607643,Middle Eastern Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b0dbda1f964a520074f23e3,Green Papaya,43.71007781554357,-79.39911434264397,Thai Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5387a689498e7a14c98d7b49,Touhenboku Ramen 唐変木,43.71142467708583,-79.3992779830523,Ramen Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4cc9ae6141e75481dff85d84,Flaming Stove,43.6982734596517,-79.39583125603463,Indian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b049a8df964a5208d5522e3,Mariachi's,43.70219956947088,-79.39757693808689,Mexican Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4bf55c0c94af2d7fcb993b72,Quick Pita,43.707959341587404,-79.39261150810752,Middle Eastern Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,55198a64498eed3a6b5f7463,KFC,43.7068,-79.3982,Fast Food Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b097010f964a5204b1723e3,Mars Uptown Restaurant,43.70914074608268,-79.39870645885775,Diner
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,50353048e4b0c42300d9c847,A&W,43.706837,-79.397167,Fast Food Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c3f24af0596c928c53a8578,A&W,43.707563,-79.39885,Fast Food Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4e87640a7ee6449cee8adfa6,Harvey's,43.70693520700258,-79.39645119824081,Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4fa30944e4b01308e83271be,Piazetta Trattoria,43.711353037720784,-79.39937588359619,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c061f964a5208cf720e3,The Pickle Barrel,43.70727767865749,-79.39960757147105,Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4afb75c5f964a520271e22e3,Kimono,43.70424116320532,-79.41008497921086,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,534eb23a498e4691bface53d,Sushi Zone,43.70012283325195,-79.39698028564453,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5bb576bd031320002cbc847c,Hokkaido Ramen Santouka,43.702137,-79.3972,Ramen Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4f076edf4fc65447b153459f,Nikko Sushi,43.704491178356754,-79.40964102745056,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5a4693ddb6eedb5d7047ee80,Sushi Mori,43.706959,-79.397525,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c054753f56c2d7f6d6a1f66,Nikko Sushi Japenese Restaurant,43.700443369880006,-79.40795690464067,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,56984109498ead761808cc65,House Of Chan,43.703802840742526,-79.4136954641572,Asian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4d31e5b62e56236af34517b4,Zen Sushi,43.703717281711185,-79.41411319976874,Sushi Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,505bb62ee4b035b64d7c0242,Doppio Zero,43.703474865065324,-79.41419433425875,Italian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5239e9808bbd70cc8230a05c,Duckee Asian Food,43.70326571547134,-79.41458702087402,Asian Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c191701834e2d7f24db2980,Chinese Food Gallery,43.70334736873612,-79.41464635957847,Chinese Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5ca7e70d829b0c002c304de8,99 Sushi Japanese and Thai,43.707908,-79.393009,Japanese Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aecb84af964a52097ca21e3,Mr.Sub,43.697671,-79.396099,Restaurant
Yonge-Eglinton (100),43.704689367700006,-79.4035901675,53bc1916498e92b822fdebaf,Thai Express,43.69747588035631,-79.39622627023601,Asian Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b15383bf964a52079a923e3,Capocaccia Café,43.68591480236428,-79.39330539038971,Italian Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4be349d763609c7439e11bff,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,5a119e738a6f175e860cac17,Mary Be Kitchen,43.687708,-79.395062,Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,52acedc011d2bf5586251c3c,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4ad4c061f964a520a5f720e3,Scaramouche,43.681293153198716,-79.39949193939613,French Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,52fbfe3411d22ddfbf78fe11,kibo sushi house,43.68272679006777,-79.39227003229884,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4ade53eef964a5200c7521e3,Sushi Garden,43.68988255810127,-79.39490102169809,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4beb62fa6295c9b6f7bd8708,Spiga,43.686392572989696,-79.3933537239149,Italian Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,52c88ab711d22e372f645af6,Kwan Restaurant,43.688737166789785,-79.39435863931413,Cantonese Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,5890f70e65be581749d7522e,nutbar,43.682810954698965,-79.39194466929969,Vegetarian / Vegan Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b59dc68f964a520949c28e3,Boccone Deli Cafe & Pizza,43.68642063905161,-79.39344268093778,Italian Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae71a7bf964a52071a821e3,Swiss Chalet,43.68956414569206,-79.39489933175645,Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,5463a3b5498ea3c6bc10c713,Schnitzel HUB,43.687378678206514,-79.39368318065463,German Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4bcb61d368f976b0e0f96083,Nove Trattoria,43.68679543165231,-79.39360906397091,Italian Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b0dc067f964a5206b4f23e3,New Thai Restaurant,43.68886917362422,-79.39116302160036,Thai Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,56998f0d498eb2bf8d10cd06,Barnsteiner's,43.685881,-79.39322,Modern European Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4e246bdd45dd950bb042bdd4,Asahi Sushi,43.6826855655929,-79.39227015276622,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b69b8ddf964a52000b02be3,Suki Japanese Cuisine,43.68866817066987,-79.3918540007956,Japanese Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae9c951f964a5206bb621e3,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4c1d548ab4e62d7f389ddc93,Mr. Thai,43.68962660582034,-79.39474466731203,Thai Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4bd4b5885631c9b6a0f9a230,Sushi Gen,43.68886229852844,-79.3944898110323,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae8d996f964a520dbb221e3,Wylie's Neighbourhood Pub,43.68260408062608,-79.3919092842244,Thai Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4c4b89539c8d2d7f47c4116b,Thai Express,43.68839969248036,-79.3930962577708,Thai Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,526951f211d274d1fc40cf30,Mr. Thai,43.68963234095166,-79.3946919920464,Thai Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b69b043f964a520afad2be3,Best Z,43.688604,-79.393597,Chinese Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4d80f0d688a96a3196307700,Divino Restaurant,43.685884,-79.393229,Italian Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b7c21f6f964a520ff7e2fe3,Kaizen Sushi,43.688685,-79.392218,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4ebc0697cc2178857eb83d89,Gonoe Sushi,43.68865319029028,-79.39209766880333,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4d1ce8f6dd6a236a64e31838,Harvey's,43.68969329838678,-79.39445027752453,Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,5c2d09f3a0215b002c837006,Bento Sushi,43.68852717458526,-79.39072608947754,Sushi Restaurant
Yonge-St.Clair (97),43.687858872,-79.3978707687,4b8098baf964a520d87f30e3,Brownes Bistro,43.68407387131815,-79.3921422958374,French Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4b9fe242f964a520614737e3,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4d617a7829ef236a606fb159,Bamiyan Kabob,43.773768556446406,-79.49274051998997,Middle Eastern Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4d02ddfbc2e53704abf9ad67,Elite Restaurant,43.767934815930396,-79.47537888670135,Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4ecfcf30490168f8cf151f00,Baba Ganoush Shawarma Restaurant,43.75418591073192,-79.46870502547036,Middle Eastern Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4d8f9720d4ec8cfae69a8f89,La Risata,43.782147,-79.490653,Italian Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4bb23f03eb3e9521ecc3c90a,Thai Bamboo Restaurant,43.78245519999717,-79.49171549392352,Thai Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4bb3e9e749bdc9b6284a0c10,Genji Sushi,43.78219158663876,-79.49181713844204,Sushi Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,54f799a7498e13044fbb9fea,Chaihana,43.76893626011622,-79.46850158181468,Middle Eastern Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,532c8e9b498eb0b05367052d,Suliko,43.78517903384228,-79.48092889934834,Caucasian Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,5216459b11d2eea0000d774d,Thai Express,43.773536,-79.501941,Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,5114152be4b0301e07497845,Kavkaz Restaurant,43.78683807168579,-79.46925305678107,Eastern European Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4d502ea0d7eaa143201f650f,Kum Kang San,43.78346,-79.470616,Asian Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4b4fbfc5f964a520e61327e3,Montana's,43.786644823820026,-79.47149350780924,Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4b2eb236f964a5202de524e3,Oishi Sushi,43.76352343481974,-79.49013570659244,Japanese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4afc9d06f964a5206a2422e3,Wendy’s,43.78585090455535,-79.47508027976221,Fast Food Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4c87b2e347cc224bac6db39f,Zteca,43.774163566761096,-79.50189837495581,Mexican Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4f0cac7ee4b0f615a3adedb5,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4ed2a02a6da162f1c128ef7a,168 Sushi Buffet Vaughan,43.78730985144917,-79.47103295301206,Sushi Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4bea026b62c0c928fb6be0d4,KFC,43.7566,-79.5181,Fast Food Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,52657ad0498e08a23da7b763,The Golden Burrito,43.78516489198654,-79.47770233242296,Mexican Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4d77db452b4b6ea89b1c48fe,Falafel Hut,43.77411253768331,-79.50194570704106,Falafel Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,55bc0982498ec5756e56b641,Aji Sushi,43.763518792314535,-79.49014247583848,Sushi Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4c9786336b35a14304c936dc,Sakura,43.77422388147955,-79.50171981547923,Japanese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4bbe3b165ce0d13adbd3df57,Wendy’s,43.77391,-79.502963,Fast Food Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,530f862811d2c7e1d915330c,Tin Tin Congee - 天天粥麵,43.77390669185088,-79.49259185905532,Chinese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,508443c7e4b0ca3a2be23350,Pho Linh,43.782954,-79.489843,Vietnamese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4c2bdd9ad1a10f471aabf864,Mandarin Buffet,43.767300457143605,-79.46959723111308,Chinese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,517c502be4b01b1213871903,georgia,43.767248442251244,-79.47515917247493,Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,558c558b498e6dc64e461f2c,Pita Ikram,43.767508914764065,-79.47497860118843,Doner Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4bb0db61f964a520b7633ce3,Noodles on Finch,43.767906576207636,-79.47197523452058,Chinese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4b85760ff964a5206d5f31e3,Graduate Lounge,43.77190844,-79.50411758,Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4c9a9d2eb8e9224bf38a4f3d,Jimmy the greek,43.77369635,-79.50278139999999,Greek Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4c9a2b59a004a1cd0de9456e,Taco Bell / KFC,43.773757980000006,-79.50272628,Fast Food Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,5097ed27e4b0faafd4efdcc6,Mac's Sushi,43.773864085790876,-79.50273468314279,Sushi Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4ebd5ba482317d5cdb0d7697,Arang Sushi and Grill,43.767579,-79.470768,Sushi Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4bcca022511f9521c555b3c7,Pita Paradise,43.76773,-79.46975,Greek Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4b54d953f964a52095cf27e3,Mr. Greek Mediterranean Bar + Grill,43.76859433852597,-79.46898606218068,Greek Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4e6be415b993061ea8891fa8,Taka sushi,43.764952842301625,-79.46766660235534,Japanese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4b980572f964a520a12635e3,Pho Huong Trang,43.74605353996221,-79.48756729686805,Vietnamese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,5004450de4b0a7c213b4c76d,Big Al's Diner,43.78226013426394,-79.49042805752575,Diner
York University Heights (27),43.765736490900004,-79.4888829298,4d7e6e1d564b8cfac3caf164,East Moon,43.78271791872826,-79.49079601723254,Chinese Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,5a52dabe6bd36b1ecbd8b099,Beijing Sung,43.782737,-79.490979,Korean Restaurant
York University Heights (27),43.765736490900004,-79.4888829298,4d1ed9af5acaa35d8897bb35,Amulet,43.77516619917645,-79.4691223181995,Russian Restaurant
